0111+021 01 13 43.1454 +02 22 17.295 17.1 2004.0771  30  29 50  40  07  +07  -20  36  42 13 3.07 2.01 1.34  0.96  0.58  0.73 0.6 m
0112-017 01 15 17.1027 -01 27 04.541 17.8 2003.2659  34  34 41  50  08  +40  +36  41  34 14 4.24 0.81 0.43  0.24  0.11  0.34 1.6 m
0113-118 01 16 12.5240 -11 36 15.429 18.2 1997.6612  55  56 50  30  06  +29  +05  90  26 02 3.50 2.06 0.71  0.23  0.46  0.49 0.6 m
0118-272 01 20 31.6591 -27 01 24.720 16.6 2000.0472  24  24 51  56  09  -56  -68  19  43 07 9.99 9.99 0.57  0.20  0.51  0.16 1.6 m
0119+115 01 21 41.5885 +11 49 50.385 18.2 2003.1841  37  37 23  19  13  -95  -28  40  43 04 3.07 2.31 1.98  0.12  1.97  0.17 1.6 m
0131-522 01 33 05.7611 -52 00 03.907 18.3 1997.6614  24  24 57  37  11  -13  +39  17  20 02 9.99 9.99 1.10  0.07  0.36  1.04 0.6 m
0135-247 01 37 38.3443 -24 30 53.864 17.4 1997.6885  23  23 59  16  05  -28  +21  04  13 02 2.96 1.16 0.67  0.27  0.35  0.51 0.6 m
0138-097 01 41 25.8315 -09 28 43.690 17.1 2001.0292  16  16 16  22  09  -08  -16  34  16 07 2.14 1.68 0.00  0.00  0.00  0.00 1.6 m
0147-076 01 50 02.6929 -07 25 48.368 17.4 2000.5878  25  25 40  44  08  -69 +122  00  00 01 9.99 9.99 0.00  0.00  0.00  0.00 0.6 m
0149+218 01 52 18.0582 +22 07 07.666 17.9 1999.6764  73  71 38  21  05  -10  -34  00  00 01 2.48 2.45 0.85  0.52  0.53  0.42 0.6 m
0150-334 01 53 10.1205 -33 10 25.755 17.8 1998.4707  53  51 66  53  06  -14 +107  29  17 04 9.99 9.99 0.37  0.32  0.07  0.18 0.6 m
0202-765 02 02 13.6918 -76 20 03.037 17.1 1998.6470  32  32 46  51  14  -08  +19  16  25 03 9.99 9.99 0.59  0.23  0.28  0.46 0.6 m
0201+113 02 03 46.6626 +11 34 45.442 19.1 2000.9104  17  17 57  61  09  +81  +32  51  57 05 2.74 1.46 2.48  2.48  0.09  0.07 1.6 m
0202-172 02 04 57.6793 -17 01 19.808 18.0 2000.6470  35  35 16  41  05  +70  +32  32  64 06 3.19 1.41 1.38  0.91  1.03  0.16 0.6 m
0208-512 02 10 46.2007 -51 01 01.806 17.4 1998.0182  13  13 32  25  11  +02  +85  41  18 07 9.99 2.04 0.79  0.62  0.28  0.41 1.6 m
0215+015 02 17 48.9550 +01 44 49.691 17.7 1998.7040  88  84 33  49  11  +03  -07  16 118 02 1.35 1.35 0.00  0.00  0.00  0.00 0.6 m
0221+067 02 24 28.4268 +06 59 23.296 18.7 2003.3374  49  48 31  37  10  -20  -45  57  59 08 2.68 1.92 2.15  1.02  1.02  1.59 1.6 m
0229+131 02 31 45.8924 +13 22 54.776 17.5 2000.5881  46  46 37  30  08  -23  +59  58  16 03 2.81 1.76 0.99  0.38  0.54  0.74 0.6 m
0235+164 02 38 38.9290 +16 36 59.281 17.6 1998.8354  20  21 33  35  10  -16  +05  26  20 06 2.40 1.16 1.31  1.27  0.14  0.31 1.6 m
0237-027 02 39 45.4757 -02 34 40.900 19.2 2000.5882 119 111 65  53  10  +51  +14  00  00 01 1.86 0.69 1.24  0.04  0.24  1.22 0.6 m
0237+040 02 39 51.2632 +04 16 21.392 16.9 1999.8812  28  32 57  26  08  +02  -20  05  52 02 2.36 0.40 1.05  0.08  0.89  0.56 1.6 m
0237-233 02 40 08.1776 -23 09 15.802 17.3 1997.6586  55  60 70  29  05  +41  -69  04  59 02 5.75 3.21 1.51  1.00  0.99  0.54 0.6 m
0238-084 02 41 04.8000 -08 15 20.819 15.4 2000.5882  28  28 37  38  09  +21  -66  21  19 04 5.22 3.17 0.00  0.00  0.00  0.00 0.6 m
0252-549 02 53 29.1709 -54 41 51.358 17.5 1997.6832  27  27 42  43  09  -83  +78  33  13 03 9.99 9.99 0.70  0.29  0.34  0.54 0.6 m
0250+178 02 53 34.8788 +18 05 42.554 18.1 2001.6845  55  53 38  48  13  -50  +30  64  79 04 9.99 9.99 1.97  1.15  1.57  0.28 1.6 m
0256+075 02 59 27.0712 +07 47 39.651 19.1 2003.7531  33  33 40  46  09  -80  +08  00  00 01 3.84 1.80 0.94  0.92  0.20  0.01 1.6 m
0302-623 03 03 50.6199 -62 11 25.536 18.2 1997.6860  43  43 34  44  11  -80  +14  00  00 01 9.99 9.99 0.00  0.00  0.00  0.00 0.6 m
0308-611 03 09 56.1011 -60 58 39.075 18.6 1994.0697  22  22 38 105  09  +14  -18  32  17 04 9.99 9.99 1.39  1.22  0.42  0.52 1.6 m
0312-770 03 11 55.2412 -76 51 50.812 16.3 1999.7210  11  12 41  60  15  -30  +36  53  52 09 9.99 9.99 0.69  0.57  0.38  0.07 1.6 m
0317+188 03 19 51.2624 +19 01 31.268 18.7 2003.2710  48  46 31  39  16  +80  -22  39  18 04 3.42 1.83 0.95  0.55  0.77  0.10 1.6 m
0332-403 03 34 13.6512 -40 08 25.347 17.6 1997.6778  43  42 49  27  08  -37  +50  14  32 02 2.29 2.38 2.53  0.20  2.49  0.39 0.6 m
0336-019 03 39 30.9363 -01 46 35.724 16.6 2001.9015  73  72 28  37  05  -22  +79  45  56 05 2.31 1.08 0.89  0.48  0.44  0.60 0.6 m
0338-214 03 40 35.6130 -21 19 31.132 18.0 1997.6833  27  27 52  61  07  +72  +39  07  03 02 3.41 1.68 0.94  0.29  0.03  0.89 0.6 m
0341+158 03 44 23.1734 +15 59 43.329 20.0 2003.7558 113  98 57  54  14  +17  -40  45 104 03 2.48 1.56 1.89  0.74  1.64  0.58 1.6 m
0355-483 03 57 21.9198 -48 12 15.075 16.8 1997.2082  20  20 36  51  08  +18  +85  33  33 06 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
0400-319 04 02 21.2659 -31 47 25.892 19.0 1997.6888  77  70 36  36  05  +00  +53 123  17 03 3.03 0.56 2.12  0.15  0.90  1.91 0.6 m
0402-362 04 03 53.7540 -36 05 01.809 17.6 1997.6778  53  53 38  29  05  +50 +104  07  12 02 2.50 1.16 1.11  0.72  0.29  0.79 0.6 m
0403-132 04 05 34.0033 -13 08 13.646 17.2 1997.6914  21  21 44  50  08  -02  +45  30  28 03 0.56 1.16 0.00  0.00  0.00  0.00 0.6 m
0405-385 04 06 59.0338 -38 26 28.083 18.2 2005.4492  51  51 29  67  06  -17  -42  67  65 05 2.58 1.80 1.11  1.08  0.06  0.23 0.6 m
0405-123 04 07 48.4303 -12 11 36.703 15.1 2002.5989  10  10 30  25  10  -09  -43  31  23 08 2.87 2.31 1.47  0.88  0.47  1.08 1.6 m
0406-127 04 09 05.7741 -12 38 48.116 17.5 2002.3425  67  73 49  40  09  +63  +28  89  85 04 3.06 2.31 1.24  0.79  0.93  0.22 1.6 m
0414-189 04 16 36.5408 -18 51 08.351 18.0 1996.9501  49  48 38  50  12  -52  -10  60  56 04 1.23 0.00 0.99  0.17  0.89  0.41 1.6 m
0422-380 04 24 42.2387 -37 56 20.823 17.8 1998.7890  37  37 20  25  16  -59  -38  69  59 03 3.21 2.04 1.24  1.17  0.10  0.40 1.6 m
0422+004 04 24 46.8431 +00 36 06.324 15.6 2001.0720  17  17 48  81  20  +16   -6  04  09 02 1.86 0.81 0.36  0.36  0.05  0.02 1.6 m
0423+051 04 26 36.6031 +05 18 19.874 18.1 2002.4265 109 145 39  20  16  -15  +01  91  13 05 3.41 1.98 0.73  0.72  0.13  0.06 1.6 m
0426-380 04 28 40.4208 -37 56 19.588 18.5 2003.6300  36  36 46  57  09  -41  -08  35  13 04 2.18 1.08 0.11  0.06  0.04  0.08 0.6 m
0431-512 04 32 21.1776 -51 09 25.138 17.6 1996.1989  56  56 33  54  13  -05  +50  85  40 03 9.99 9.99 0.78  0.59  0.07  0.51 1.6 m
0430+052 04 33 11.0908 +05 21 15.592 15.4 2003.3745  11  11 32  27  12  -70  -27  22  32 08 4.15 3.20 3.18  0.29  2.58  1.83 1.6 m
0437-454 04 39 00.8578 -45 22 22.603 18.0 2001.7735  49  53 14  16  13  +32  -40  70  44 04 2.68 1.46 0.00  0.00  0.00  0.00 1.6 m
0438-436 04 40 17.1791 -43 33 08.556 18.8 1998.6525  45  45 28  35  15  -10  +48 121  13 02 9.99 9.99 0.16  0.15  0.06  0.00 0.6 m
0440-003 04 42 38.6595 -00 17 43.408 18.1 2002.5370  59  59 48  31  13  -19  +11  28  31 05 4.02 0.00 0.51  0.11  0.23  0.44 1.6 m
0454-810 04 50 05.4002 -81 01 02.337 18.9 1995.0160 116 193 59  63  16  -94 -104  00  00 01 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
0451-282 04 53 14.6486 -28 07 37.293 17.2 1998.2252  62  59 37  45  09  +23  +34  52  69 08 3.31 2.14 0.74  0.33  0.55  0.36 0.6 m
0454-463 04 55 50.7691 -46 15 58.683 17.1 2002.4033  31  31 56  40  11  -34  -02  62  61 08 9.99 9.99 0.73  0.53  0.15  0.48 1.6 m
0454-234 04 57 03.1792 -23 24 52.036 16.7 2001.1139  41  41 40  45  06  +00  -15  54  45 17 2.65 1.56 0.00  0.00  0.00  0.00 0.6 m
0457+024 04 59 52.0482 +02 29 31.166 18.4 2003.7531  19  19 21  44  22  -36  -10  22  08 03 4.15 0.00 1.61  0.69  1.02  1.04 1.6 m
0458-020 05 01 12.8086 -01 59 14.255 18.6 2002.7835  25  25 25  38  20  -18  +01  00  00 01 2.25 2.14 0.53  0.17  0.17  0.47 1.6 m
0459+060 05 02 15.4459 +06 09 07.477 18.2 2002.8276  99  79 28  53  23  +00  -16  49  87 04 3.53 1.29 0.87  0.65  0.16  0.56 1.6 m
0502+049 05 05 23.1825 +04 59 42.770 17.4 2003.7559  14  14 41  29  17  -34  +45  00  00 01 3.41 2.69 0.58  0.33  0.05  0.47 1.6 m
0506-612 05 06 43.9824 -61 09 41.026 17.5 2003.3577  16  16 50  52  19  -45  -32  17  16 07 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
0506+101 05 09 27.4620 +10 11 44.595 17.5 2001.8994  84  69 34  29  25  +72  -05  44 100 03 0.56 0.20 1.54  0.75  1.06  0.83 0.6 m
0507+179 05 10 02.3685 +18 00 41.588 17.6 2003.4862  73  72 40  41  32  -09  +06  77  46 13 2.93 9.99 0.40  0.35  0.19  0.06 1.6 m
0511-220 05 13 49.1128 -21 59 16.057 19.1 2003.1196  67  65 58  56  17  -21  +34  90  94 03 3.27 2.81 0.84  0.76  0.33  0.14 1.6 m
0517-726 05 16 37.7140 -72 37 07.558 19.2 2002.7836  06  06 43  44  26  -22  -92  00  00 01 9.99 9.99 1.73 -1.00 -1.00 -1.00 1.6 m
0516-621 05 16 44.9170 -62 07 05.375 17.7 2003.1856  33  31 29  41  20  -64  +14  92  57 05 9.99 9.99 1.24  1.21  0.26  0.00 1.6 m
0518+165 05 21 09.8821 +16 38 22.029 17.2 2001.9018 121 122 36  35  49  -57  -21  00  00 01 4.13 4.64 0.90  0.79  0.14  0.40 0.6 m
0522-611 05 22 34.4193 -61 07 57.224 18.8 2003.7913  60  60 56  48  19  -44  -90  00  00 01 9.99 9.99 1.56  1.17  0.28  1.00 0.6 m
0521-365 05 22 57.9805 -36 27 30.820 15.9 1997.7706  34  34 26  37  15  -50  +30  35  20 10 2.96 3.11 0.79  0.55  0.17  0.54 1.6 m
0524-460 05 25 31.4060 -45 57 54.727 16.8 2003.2875  11  11 53  41  16  +61  -41  18  10 06 9.99 9.99 0.30  0.20  0.10  0.20 1.6 m
0528-250 05 30 07.9638 -25 03 29.912 17.5 1996.6213  41  41 32  52  19  +13  -12  43  52 07 3.38 1.35 1.48  0.75  1.08  0.69 1.6 m
0537-441 05 38 50.3587 -44 05 08.944 16.8 1999.5218  23  23 27  31  17  -30  -05  22  30 13 2.85 2.04 1.20  0.17  0.80  0.88 1.6 m
0537-158 05 39 32.0114 -15 50 30.295 16.7 2002.4001  34  33 47  48  20  +18  +26  34  32 08 3.37 2.45 1.66  1.47  0.44  0.63 1.6 m
0537-286 05 39 54.2844 -28 39 55.924 19.3 2002.6118  14  14 38  15  20  +38  +22  21  23 05 0.81 0.56 1.04  0.69  0.77  0.09 1.6 m
0539-057 05 41 38.0818 -05 41 49.385 19.3 2003.2875 103  76 21  35  19  -23  +43 103  32 04 2.87 2.25 2.02  0.20  0.11  2.01 1.6 m
0605-085 06 07 59.6964 -08 34 50.043 18.4 2003.2889  25  25 54  54  20  -41  -65  69  28 04 3.38 2.96 1.73 -1.00 -1.00 -1.00 1.6 m
0607-157 06 09 40.9533 -15 42 40.674 18.0 2003.1293  28  27 52  52  21  +54  -01  20  21 04 1.51 1.68 1.73 -1.00 -1.00 -1.00 1.6 m
0611+131 06 13 57.6948 +13 06 45.483 17.5 2001.9020 128 128 42  35  62  +29  +82  84  33 02 1.92 9.99 0.00  0.00  0.00  0.00 0.6 m
0614-349 06 16 35.9864 -34 56 16.670 19.1 2002.1812  53  53 48  52  20  +62 -105 106  30 06 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
0622-441 06 23 31.7876 -44 13 02.544 17.5 2003.2876  14  14 29  53  24  +13  -02  27  38 06 9.99 9.99 1.20  0.24  0.97  0.66 1.6 m
0629-418 06 31 11.9950 -41 54 26.913 17.8 2001.9021 117  66 41  51  19  -33  +33  51  46 04 2.70 2.09 0.21  0.06  0.11  0.17 0.6 m
0637-752 06 35 46.5092 -75 16 16.773 16.5 1996.9898  18  18 54  34  18  +05  +41  38  53 08 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
0646-306 06 48 14.0905 -30 44 19.663 18.7 2001.5602  35  35 52  37  34  -76  -03  47  50 14 2.61 1.08 2.42  1.66  1.13  1.35 1.6 m
0657+172 07 00 01.5237 +17 09 21.716 17.9 2001.9021  58  59 43  37  67  -26  +14  71  93 05 2.67 1.41 1.73 -1.00 -1.00 -1.00 0.6 m
0700-465 07 01 34.5459 -46 34 36.676 18.2 2002.8022  15  15 41  44  27  -12  -55  35  30 16 9.99 9.99 1.18  1.11  0.28  0.30 1.6 m
0722+145 07 25 16.8013 +14 25 13.808 16.7 2002.3390  56  48 31  28  23  -94  +61  44  31 02 2.53 9.99 0.61  0.16  0.57  0.16 1.6 m
0723-008 07 25 50.6405 -00 54 56.538 18.4 1999.4749  27  27 47  31  49  +08  +06  40  11 05 3.30 2.46 1.96  1.54  1.03  0.64 1.6 m
0727-115 07 30 19.1136 -11 41 12.542 18.4 1998.3308  09  09 54  56  36  +16  +58  23  18 03 1.80 1.08 0.49  0.05  0.48  0.09 1.6 m
0735+178 07 38 07.3900 +17 42 19.013 15.6 2001.8995  15  15 41  34  25  -53  +14  20  15 05 3.17 9.99 0.61  0.31  0.42  0.31 0.6 m
0738-674 07 38 56.5022 -67 35 50.819 18.3 1999.2514  44  48 50  58  26  +33  +07  38  76 05 9.99 9.99 1.12  1.00  0.45  0.23 1.6 m
0736+017 07 39 18.0345 +01 37 04.618 16.2 2002.1700  26  27 47  39  40  +09  +00  41  34  5 3.12 3.24 1.51  1.29  0.77  0.09 0.6 m
0743-673 07 43 31.6273 -67 26 25.519 16.5 2004.8589  11  11 47  44  27  +91  +27  42  36 19 9.99 9.99 1.62  1.17  0.55  0.98 1.6 m
0743-006 07 45 54.0807 -00 44 17.566 17.3 2001.0832  21  18 45  39  36  -23  -26  47  45  6 1.51 0.40 1.71  0.65  1.58  0.13 1.6 m
0748+126 07 50 52.0477 +12 31 04.861 17.6 2002.2773  25  25 43  39  26  +28  +32  27  46  7 3.00 2.16 0.89  0.00  0.81  0.36 1.6 m
0754+100 07 57 06.6421 +09 56 34.905 17.1 1997.8494  24  24 55  38  23  -12  +52  26  25 08 2.57 1.08 1.92  1.92  0.07  0.11 1.6 m
0805-077 08 08 15.5358 -07 51 09.873 17.7 2004.4787  41  41 45  42  39  -03  +13  34  46 09 3.21 2.60 0.12  0.09  0.05  0.06 1.6 m
0808+019 08 11 26.7059 +01 46 52.193 18.9 2000.9220  16  16 42  41  27  -21  -26  00  00 01 1.86 0.00 0.55  0.08  0.54  0.01 1.6 m
0818-128 08 20 57.4455 -12 58 59.171 17.2 1998.9673  08  08 37  39  36  -30   -1  07  02 02 3.47 1.64 0.52  0.34  0.39  0.01 1.6 m
0823-500 08 25 26.8657 -50 10 38.516 19.6 2000.2616  29  29 32  38  34  -33  -29  00  00 01 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
0823+033 08 25 50.3426 +03 09 24.500 18.1 2001.9098  38  37 24  26  23  +63  -20  55  74 05 2.16 2.01 0.00  0.00  0.00  0.00 1.6 m
0823-223 08 26 01.5672 -22 30 27.185 16.9 2001.5667  41  41 50  46  51  -80  +18  39  20 09 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
0829+046 08 31 48.8762 +04 29 39.116 16.4 2003.5176  41  41 43  38  17  -11  +30  37  17 04 3.25 1.80 1.93  1.90  0.33  0.09 0.6 m
0834-201 08 36 39.2164 -20 16 59.482 18.5 2002.5232  23  23 50  43  33  +16  +21  25  42 16 2.36 2.60 2.13  0.45  1.62  1.30 1.6 m
0842-754 08 41 27.0461 -75 40 27.806 17.6 2004.1116  31  31 45  54  34  +41  +64  48  64 14 9.99 9.99 1.90  0.44  1.85  0.02 1.6 m
0839+187 08 42 05.1003 +18 35 40.988 17.2 2000.3434  29  29 34  62  09  +87  -02  10  11 02 4.49 3.76 1.07  0.88  0.18  0.58 0.6 m
0859-140 09 02 16.8308 -14 15 30.876 17.1 2001.5667  25  25 45  39  26  +00  +00  18  33 09 3.81 2.94 0.98  0.87  0.42  0.17 1.6 m
0906+015 09 09 10.0897 +01 21 35.619 17.2 2002.4044  24  24 40  29  15  -28  +01  30  30 08 3.06 1.98 0.36  0.21  0.07  0.28 1.6 m
0919-260 09 21 29.3555 -26 18 43.393 17.5 1998.8239  35  35 39  35  32  +22  -06  60  49 06 2.20 2.23 0.35  0.12  0.04  0.33 1.6 m
0920-397 09 22 46.4175 -39 59 35.026 18.1 1998.0695  41  47 47  33  41  -08  +41  30  28 06 2.45 1.60 0.45  0.31  0.33  0.04 1.6 m
0925-203 09 27 51.8262 -20 34 51.212 17.0 1999.7319  53  57 47  57  23  +27  +19  64  46 06 2.57 1.83 1.25  0.92  0.71  0.47 1.6 m
0936-853 09 30 32.5181 -85 33 59.708 17.7 2004.5736  51  51 44  45  23  -61  -15  38  76 11 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
0952+179 09 54 56.8263 +17 43 31.260 17.3 2000.3409  60  60 44  35  10  +38  +37  44  65 04 2.80 3.61 1.34  0.63  0.25  1.16 0.6 m
0959-443 10 01 59.9125 -44 38 00.591 16.7 1997.1710  32  32 55  50  10  +55  +14  31  43 06 9.99 9.99 0.00  0.00  0.00  0.00 0.6 m
1004-500 10 06 14.0204 -50 18 13.557 18.7 2001.3266 129 127 44  37 102 +103  -85  00  00 01 2.63 0.56 1.73 -1.00 -1.00 -1.00 0.6 m
1012+232 10 14 47.0660 +23 01 16.590 17.5 2000.1212  55  55 50  50  08  +07  +18  27  16 05 2.48 1.23 0.74  0.21  0.68  0.22 1.6 m
1021-006 10 24 29.5837 -00 52 55.515 17.6 2002.3004  53  53 50  32   6  -44  -17  70  47  3 5.10 2.56 1.24  0.80  0.95  0.04 0.6 m
1022+194 10 24 44.8066 +19 12 20.384 16.1 2002.1676  91  90 22  43   5  -42  -31 106  64  4 2.54 2.23 0.00  0.00  0.00  0.00 0.6 m
1032-199 10 35 02.1604 -20 11 34.341 18.2 1999.3597  66  58 35  33   9  +72  +19  65  54  5 2.84 2.53 0.47  0.38  0.28  0.02 1.6 m
1034-293 10 37 16.0789 -29 34 02.814 18.3 2000.3435  51  51 46  42  13  -10  +00  39  23 04 2.56 1.60 1.12  1.06  0.25  0.25 0.6 m
1038+064 10 41 17.1640 +06 10 16.903 17.0 2001.6630  47  47 38  42   8  +22  -20  52  17 05 3.84 1.29 0.00  0.00  0.00  0.00 0.6 m
1042+071 10 44 55.9135 +06 55 38.310 17.4 2002.1700 142 144 53  49   6  +34  +48  00  00 01 2.48 1.46 2.85  2.17  0.47  1.79 0.6 m
1045-188 10 48 06.6196 -19 09 35.802 18.1 2004.9644  29  29 32  38  15  -13  -75  45  47 11 2.96 9.99 0.92  0.44  0.44  0.68 1.6 m
1048-313 10 51 04.7778 -31 38 14.293 18.7 1999.1717  69  69 53  43  18  +02  +14  44  40 10 9.99 9.99 2.40  0.39  1.20  2.04 1.6 m
1055+018 10 58 29.6055 +01 33 58.872 17.4 2001.3267  26  26 71  47   6  +04  +48  21  07 02 3.43 2.67 2.10  1.27  1.06  1.30 0.6 m
1057-797 10 58 43.3085 -80 03 54.147 17.3 2003.6628  33  33 42  49  24  -03  +12  48  30 10 9.99 9.99 0.57  0.32  0.24  0.41 1.6 m
1101-325 11 03 31.5287 -32 51 16.694 16.4 1997.4984  11  13 51  51  14  +28  -02  48  18 11 9.99 9.99 0.77  0.53  0.52  0.21 1.6 m
1101-536 11 03 52.2245 -53 57 00.670 17.2 2001.2065  16  17 45  47  78  +24  +26  34  31 22 9.99 9.99 0.91  0.74  0.11  0.52 1.6 m
1104-445 11 07 08.6948 -44 49 07.659 17.8 2004.5331  10  10 41  37  33  +07  -40  18  38 10 4.08 1.68 1.07  0.47  0.96  0.03 1.6 m
1105-680 11 07 12.7013 -68 20 50.694 17.3 2001.3298  37  36 45  42 105  +37  +34  46  48 10 9.99 9.99 0.68  0.49  0.30  0.36 1.6 m
1111+149 11 13 58.6987 +14 42 26.918 16.3 2001.3295  92  83 58  24  07  +52  -34 130  10 02 2.43 1.46 1.00  0.17  0.04  0.98 0.6 m
1116-462 11 18 26.9591 -46 34 14.985 17.3 1997.8714  16  16 58  45  34  +15  +16  27  18 05 9.99 9.99 1.08  0.17  1.06  0.07 1.6 m
1127-145 11 30 07.0504 -14 49 27.338 16.4 2002.1760  36  37 39  36  07  -32  +50  70  64 05 4.32 2.16 0.72  0.56  0.44  0.10 0.6 m
1129-580 11 31 43.2865 -58 18 53.433 18.1 2002.4742  41  43 48  49 148  -07  +13  35  47 10 9.99 9.99 0.00  0.00  0.00  0.00 1.6 m
1130+009 11 33 20.0512 +00 40 52.878 19.8 1999.1232  24  24 55  69  12  -69  +41  00  00 01 2.43 1.35 0.00  0.00  0.00  0.00 1.6 m
1143-245 11 46 08.1040 -24 47 32.880 17.7 2002.2961  47  48 48  42  15  +08  +16  21  26 06 4.05 0.40 0.75  0.17  0.64  0.35 0.6 m
1144-379 11 47 01.3702 -38 12 10.993 17.7 1996.4457  25  25 15  41  21  -05  +30  37  37 10 3.42 0.40 1.36  0.35  1.16  0.61 1.6 m
1145-071 11 47 51.5557 -07 24 41.160 17.8 2002.7890  88  87 60  51  05  +24  -18  16  86 02 2.11 1.80 1.01  0.15  0.91  0.40 0.6 m
1147+245 11 50 19.2089 +24 17 53.795 16.1 2001.3295  16  16 33  23  09  -44  -40  30  15 03 2.46 1.95 0.00  0.00  0.00  0.00 0.6 m
1148-001 11 50 43.8714 -00 23 54.154 17.4 2003.2938  90 110 46  47  08  +08  +50  30  58 07 4.62 3.46 0.65  0.16  0.10  0.62 1.6 m
1155+251 11 58 25.7851 +24 50 17.950 18.1 2000.2797 193 240 14  25  05  -32  -13 161 179 02 4.73 3.18 2.02  0.57  1.78  0.76 1.6 m
1156-094 11 59 12.7077 -09 40 51.940 19.9 2000.2646 122 125 27  55  12  -58 +108  00  00 01 3.60 3.69 1.73 -1.00 -1.00 -1.00 1.6 m
1206-399 12 09 35.2484 -40 16 13.036 17.5 2001.8947  33  34 47  39  19  +57  +64  40  34 09 9.99 9.99 1.07  0.20  0.64  0.84 0.6 m
1215-457 12 18 06.2424 -46 00 28.908 19.9 2000.2619  07  07 40  38  24 -101 +102  17  18 02 9.99 9.99 0.41  0.32  0.07  0.25 1.6 m
1219+044 12 22 22.5466 +04 13 15.767 17.6 2000.3412 105 100 43  78  05  -44  -09  59  65 02 0.40 0.81 0.38  0.34  0.10  0.13 0.6 m
1222+037 12 24 52.4231 +03 30 50.275 17.8 1999.5664  39  38 54  23  06  +17  -18  80  74 05 4.51 2.04 1.79  0.55  1.41  0.96 1.6 m
1221-829 12 24 54.4175 -83 13 10.001 19.1 2000.2646  55  55 36  56  28  +59 +103  00  00 01 9.99 9.99 1.65  1.42  0.36  0.76 1.6 m
1226+023 12 29 06.6949 +02 03 08.524 13.3 2005.5601  06  06 14   6  07  -72  -74  41  25 30 5.47 2.88 1.21  0.50  1.10  0.11 1.6 m
1236+077 12 39 24.5871 +07 30 17.205 18.5 2000.3453  35  38 80  25  09  -18  +16  59  69 04 2.95 1.60 0.64  0.50  0.31  0.26 1.6 m
1237-101 12 39 43.0605 -10 23 28.701 17.7 2000.4489  25  26 51  46  13  -13   -8  40  63 07 3.87 1.72 1.30  0.01  0.32  1.26 1.6 m
1237-113 12 39 59.4280 -11 37 22.978 15.0 2000.2648  03  03 52  62  09  -32   +7  00  00 01 9.99 9.99 1.73 -1.00 -1.00 -1.00 1.6 m
1243-072 12 46 04.2254 -07 30 46.449 19.8 2000.2648  89  89 44  49  12 -100 +126  00  00 01 2.06 1.23 1.26  0.11  0.88  0.89 1.6 m
1244-255 12 46 46.7999 -25 47 49.341 17.4 2003.3032  65  56 40  44  13  -28  -52  39  80 08 0.20 1.51 1.15  0.32  0.82  0.74 1.6 m
1252+119 12 54 38.2538 +11 41 05.865 17.1 2001.8593  32  32 38  27  06  -25  -30  39  24 08 2.60 1.92 0.69  0.67  0.17  0.07 0.6 m
